Distance,Speed,Throttle,Brake,DRS,RPM,nGear,Distance.1,Source,Time,SessionTime
4.125,225,100,False,0,11858,5,4.125,car,0 days 00:00:00.066000,0 days 01:35:20.630000
19.65833333333333,233,100,False,0,10982,5,19.65833333333333,car,0 days 00:00:00.306000,0 days 01:35:20.870000
35.458333333333336,237,100,False,0,10910,6,35.458333333333336,car,0 days 00:00:00.546000,0 days 01:35:21.110000
51.59166666666667,242,100,False,0,11168,6,51.59166666666667,car,0 days 00:00:00.786000,0 days 01:35:21.350000
68.125,248,100,False,0,11364,6,68.125,car,0 days 00:00:01.026000,0 days 01:35:21.590000
84.925,252,100,False,0,11550,6,84.925,car,0 days 00:00:01.266000,0 days 01:35:21.830000
102.05833333333334,257,100,False,0,11785,6,102.05833333333334,car,0 days 00:00:01.506000,0 days 01:35:22.070000
119.25833333333335,258,100,False,0,10634,7,119.25833333333335,car,0 days 00:00:01.746000,0 days 01:35:22.310000
136.79166666666669,263,100,False,0,10677,7,136.79166666666669,car,0 days 00:00:01.986000,0 days 01:35:22.550000
151.64333333333337,266,100,False,0,10801,7,151.64333333333337,car,0 days 00:00:02.187000,0 days 01:35:22.751000
169.64333333333332,270,100,False,0,10931,7,169.64333333333332,car,0 days 00:00:02.427000,0 days 01:35:22.991000
187.77666666666667,272,100,False,0,11012,7,187.77666666666667,car,0 days 00:00:02.667000,0 days 01:35:23.231000
205.96722222222223,274,100,False,0,11094,7,205.96722222222223,car,0 days 00:00:02.906000,0 days 01:35:23.470000
224.3005555555556,275,100,False,0,11044,7,224.3005555555556,car,0 days 00:00:03.146000,0 days 01:35:23.710000
242.70055555555555,276,100,False,0,11188,7,242.70055555555555,car,0 days 00:00:03.386000,0 days 01:35:23.950000
258.1663888888889,277,100,False,0,11247,7,258.1663888888889,car,0 days 00:00:03.587000,0 days 01:35:24.151000
276.69972222222225,278,98,False,0,11156,7,276.69972222222225,car,0 days 00:00:03.827000,0 days 01:35:24.391000
295.0330555555556,275,0,True,0,10571,7,295.0330555555556,car,0 days 00:00:04.067000,0 days 01:35:24.631000
311.1663888888889,242,0,True,0,9904,7,311.1663888888889,car,0 days 00:00:04.307000,0 days 01:35:24.871000
325.8383333333333,221,0,True,0,9719,6,325.8383333333333,car,0 days 00:00:04.546000,0 days 01:35:25.110000
339.305,202,0,True,0,10793,6,339.305,car,0 days 00:00:04.786000,0 days 01:35:25.350000
349.8016666666667,188,0,True,0,9813,5,349.8016666666667,car,0 days 00:00:04.987000,0 days 01:35:25.551000
361.2016666666667,171,0,True,0,10116,4,361.2016666666667,car,0 days 00:00:05.227000,0 days 01:35:25.791000
372.0016666666667,162,0,True,0,9379,4,372.0016666666667,car,0 days 00:00:05.467000,0 days 01:35:26.031000
382.2016666666667,153,0,True,0,9137,4,382.2016666666667,car,0 days 00:00:05.707000,0 days 01:35:26.271000
392.0936111111112,149,2,False,0,9048,4,392.0936111111112,car,0 days 00:00:05.946000,0 days 01:35:26.510000
401.9855555555556,149,24,False,0,8851,4,401.9855555555556,car,0 days 00:00:06.185000,0 days 01:35:26.749000
409.96972222222223,143,43,False,0,8920,4,409.96972222222223,car,0 days 00:00:06.386000,0 days 01:35:26.950000
419.76972222222224,147,59,False,0,9348,4,419.76972222222224,car,0 days 00:00:06.626000,0 days 01:35:27.190000
429.5697222222223,147,72,False,0,9695,4,429.5697222222223,car,0 days 00:00:06.866000,0 days 01:35:27.430000
439.9697222222223,156,89,False,0,10250,4,439.9697222222223,car,0 days 00:00:07.106000,0 days 01:35:27.670000
450.76972222222224,162,100,False,0,10795,4,450.76972222222224,car,0 days 00:00:07.346000,0 days 01:35:27.910000
462.4363888888889,175,100,False,0,11364,4,462.4363888888889,car,0 days 00:00:07.586000,0 days 01:35:28.150000
474.9697222222223,188,100,False,0,11642,4,474.9697222222223,car,0 days 00:00:07.826000,0 days 01:35:28.390000
488.03638888888895,196,100,False,0,12120,4,488.03638888888895,car,0 days 00:00:08.066000,0 days 01:35:28.630000
501.1030555555556,196,100,False,0,10440,5,501.1030555555556,car,0 days 00:00:08.306000,0 days 01:35:28.870000
515.036388888889,209,100,False,0,11137,5,515.036388888889,car,0 days 00:00:08.546000,0 days 01:35:29.110000
529.3030555555556,214,100,False,0,11391,5,529.3030555555556,car,0 days 00:00:08.786000,0 days 01:35:29.350000
541.4188888888889,217,100,False,0,11694,5,541.4188888888889,car,0 days 00:00:08.987000,0 days 01:35:29.551000
556.2855555555556,223,100,False,0,11427,5,556.2855555555556,car,0 days 00:00:09.227000,0 days 01:35:29.791000
571.1522222222222,223,100,False,0,10740,6,571.1522222222222,car,0 days 00:00:09.467000,0 days 01:35:30.031000
586.886388888889,237,100,False,0,10827,6,586.886388888889,car,0 days 00:00:09.706000,0 days 01:35:30.270000
602.7530555555556,238,91,False,0,10817,6,602.7530555555556,car,0 days 00:00:09.946000,0 days 01:35:30.510000
618.8197222222223,241,88,False,0,11250,6,618.8197222222223,car,0 days 00:00:10.186000,0 days 01:35:30.750000
632.2755555555556,241,89,False,0,11110,6,632.2755555555556,car,0 days 00:00:10.387000,0 days 01:35:30.951000
648.5422222222222,244,93,False,0,11302,6,648.5422222222222,car,0 days 00:00:10.627000,0 days 01:35:31.191000
664.8088888888889,244,100,False,0,11381,6,664.8088888888889,car,0 days 00:00:10.867000,0 days 01:35:31.431000
681.3422222222222,248,100,False,0,11442,6,681.3422222222222,car,0 days 00:00:11.107000,0 days 01:35:31.671000
697.9394444444443,250,100,False,0,11531,6,697.9394444444443,car,0 days 00:00:11.346000,0 days 01:35:31.910000
714.7394444444444,252,100,False,0,11397,6,714.7394444444444,car,0 days 00:00:11.586000,0 days 01:35:32.150000
729.0327777777778,256,100,False,0,10543,7,729.0327777777778,car,0 days 00:00:11.787000,0 days 01:35:32.351000
746.2994444444445,259,83,False,0,10535,7,746.2994444444445,car,0 days 00:00:12.027000,0 days 01:35:32.591000
763.4994444444445,258,80,False,0,10535,7,763.4994444444445,car,0 days 00:00:12.267000,0 days 01:35:32.831000
783.4944444444445,258,83,False,0,10443,7,783.4944444444445,car,0 days 00:00:12.546000,0 days 01:35:33.110000
800.5611111111112,256,84,False,0,10426,7,800.5611111111112,car,0 days 00:00:12.786000,0 days 01:35:33.350000
817.627777777778,256,91,False,0,10646,7,817.627777777778,car,0 days 00:00:13.026000,0 days 01:35:33.590000
834.6897222222224,257,100,False,0,10607,7,834.6897222222224,car,0 days 00:00:13.265000,0 days 01:35:33.829000
849.206388888889,260,100,False,0,10756,7,849.206388888889,car,0 days 00:00:13.466000,0 days 01:35:34.030000
866.606388888889,261,100,False,0,10806,7,866.606388888889,car,0 days 00:00:13.706000,0 days 01:35:34.270000
884.0730555555557,262,100,False,0,10859,7,884.0730555555557,car,0 days 00:00:13.946000,0 days 01:35:34.510000
901.7397222222224,265,100,False,0,10817,7,901.7397222222224,car,0 days 00:00:14.186000,0 days 01:35:34.750000
916.5355555555556,265,100,False,0,10860,7,916.5355555555556,car,0 days 00:00:14.387000,0 days 01:35:34.951000
934.3277777777778,268,100,False,0,10931,7,934.3277777777778,car,0 days 00:00:14.626000,0 days 01:35:35.190000
952.1944444444443,268,100,False,0,10954,7,952.1944444444443,car,0 days 00:00:14.866000,0 days 01:35:35.430000
973.1944444444443,270,100,False,0,11037,7,973.1944444444443,car,0 days 00:00:15.146000,0 days 01:35:35.710000
991.3944444444444,273,100,False,0,11189,7,991.3944444444444,car,0 days 00:00:15.386000,0 days 01:35:35.950000
1009.9277777777778,278,100,False,0,11282,7,1009.9277777777778,car,0 days 00:00:15.626000,0 days 01:35:36.190000
1028.5944444444444,280,100,False,0,11226,7,1028.5944444444444,car,0 days 00:00:15.866000,0 days 01:35:36.430000
1044.283611111111,281,100,False,0,11352,7,1044.283611111111,car,0 days 00:00:16.067000,0 days 01:35:36.631000
1063.0836111111112,282,100,False,0,11485,7,1063.0836111111112,car,0 days 00:00:16.307000,0 days 01:35:36.871000
1082.083611111111,285,100,False,0,11532,7,1082.083611111111,car,0 days 00:00:16.547000,0 days 01:35:37.111000
1101.137222222222,287,100,False,0,11637,7,1101.137222222222,car,0 days 00:00:16.786000,0 days 01:35:37.350000
1120.2705555555551,287,100,False,0,11077,7,1120.2705555555551,car,0 days 00:00:17.026000,0 days 01:35:37.590000
1136.4063888888886,289,100,False,0,10386,8,1136.4063888888886,car,0 days 00:00:17.227000,0 days 01:35:37.791000
1155.739722222222,290,100,False,0,10691,8,1155.739722222222,car,0 days 00:00:17.467000,0 days 01:35:38.031000
1175.0730555555554,290,100,False,0,10485,8,1175.0730555555554,car,0 days 00:00:17.707000,0 days 01:35:38.271000
1194.4063888888888,290,100,False,0,10580,8,1194.4063888888888,car,0 days 00:00:17.947000,0 days 01:35:38.511000
1213.8063888888887,291,100,False,0,10608,8,1213.8063888888887,car,0 days 00:00:18.187000,0 days 01:35:38.751000
1233.1919444444443,292,100,False,0,10516,8,1233.1919444444443,car,0 days 00:00:18.426000,0 days 01:35:38.990000
1249.4394444444442,291,100,False,0,10587,8,1249.4394444444442,car,0 days 00:00:18.627000,0 days 01:35:39.191000
1268.839444444444,291,2,False,0,10638,8,1268.839444444444,car,0 days 00:00:18.867000,0 days 01:35:39.431000
1287.906111111111,286,0,True,0,10350,8,1287.906111111111,car,0 days 00:00:19.107000,0 days 01:35:39.671000
1305.8974999999996,271,0,True,0,9794,8,1305.8974999999996,car,0 days 00:00:19.346000,0 days 01:35:39.910000
1322.3641666666665,247,0,True,0,9260,8,1322.3641666666665,car,0 days 00:00:19.586000,0 days 01:35:40.150000
1336.4974999999995,212,0,True,0,8344,7,1336.4974999999995,car,0 days 00:00:19.826000,0 days 01:35:40.390000
1349.2441666666662,192,0,True,0,8738,7,1349.2441666666662,car,0 days 00:00:20.065000,0 days 01:35:40.629000
1358.959166666666,174,0,True,0,8930,7,1358.959166666666,car,0 days 00:00:20.266000,0 days 01:35:40.830000
1369.559166666666,159,0,True,0,8969,5,1369.559166666666,car,0 days 00:00:20.506000,0 days 01:35:41.070000
1380.159166666666,159,0,True,0,10013,3,1380.159166666666,car,0 days 00:00:20.746000,0 days 01:35:41.310000
1389.2258333333327,136,0,True,0,9358,3,1389.2258333333327,car,0 days 00:00:20.986000,0 days 01:35:41.550000
1396.0933333333328,123,0,True,0,8563,3,1396.0933333333328,car,0 days 00:00:21.187000,0 days 01:35:41.751000
1403.5952777777773,113,0,True,0,8021,3,1403.5952777777773,car,0 days 00:00:21.426000,0 days 01:35:41.990000
1410.7952777777773,108,0,True,0,7611,3,1410.7952777777773,car,0 days 00:00:21.666000,0 days 01:35:42.230000
1417.661944444444,103,0,False,0,7351,3,1417.661944444444,car,0 days 00:00:21.906000,0 days 01:35:42.470000
1424.3952777777774,101,0,False,0,7162,3,1424.3952777777774,car,0 days 00:00:22.146000,0 days 01:35:42.710000
1430.7952777777775,96,3,False,0,7069,3,1430.7952777777775,car,0 days 00:00:22.386000,0 days 01:35:42.950000
1436.099444444444,95,26,False,0,7321,3,1436.099444444444,car,0 days 00:00:22.587000,0 days 01:35:43.151000
1442.6327777777774,98,35,False,0,7443,3,1442.6327777777774,car,0 days 00:00:22.827000,0 days 01:35:43.391000
1449.3380555555552,101,41,False,0,7954,3,1449.3380555555552,car,0 days 00:00:23.066000,0 days 01:35:43.630000
1456.3380555555552,105,49,False,0,8074,3,1456.3380555555552,car,0 days 00:00:23.306000,0 days 01:35:43.870000
1463.804722222222,112,59,False,0,8660,3,1463.804722222222,car,0 days 00:00:23.546000,0 days 01:35:44.110000
1470.393055555555,118,71,False,0,9187,3,1470.393055555555,car,0 days 00:00:23.747000,0 days 01:35:44.311000
1478.7930555555552,126,77,False,0,10134,3,1478.7930555555552,car,0 days 00:00:23.987000,0 days 01:35:44.551000
1487.9930555555552,138,84,False,0,10424,3,1487.9930555555552,car,0 days 00:00:24.227000,0 days 01:35:44.791000
1497.859722222222,148,100,False,0,11814,3,1497.859722222222,car,0 days 00:00:24.467000,0 days 01:35:45.031000
1508.659722222222,162,100,False,0,11394,3,1508.659722222222,car,0 days 00:00:24.707000,0 days 01:35:45.271000
1522.0374999999997,172,100,False,0,11126,4,1522.0374999999997,car,0 days 00:00:24.987000,0 days 01:35:45.551000
1534.2530555555552,184,100,False,0,11549,4,1534.2530555555552,car,0 days 00:00:25.226000,0 days 01:35:45.790000
1544.9730555555552,192,100,False,0,11877,4,1544.9730555555552,car,0 days 00:00:25.427000,0 days 01:35:45.991000
1558.239722222222,199,100,False,0,10617,5,1558.239722222222,car,0 days 00:00:25.667000,0 days 01:35:46.231000
1571.915833333333,206,100,False,0,10891,5,1571.915833333333,car,0 days 00:00:25.906000,0 days 01:35:46.470000
1586.3158333333329,216,100,False,0,11343,5,1586.3158333333329,car,0 days 00:00:26.146000,0 days 01:35:46.710000
1601.115833333333,222,100,False,0,11758,5,1601.115833333333,car,0 days 00:00:26.386000,0 days 01:35:46.950000
1616.2491666666665,227,100,False,0,11198,5,1616.2491666666665,car,0 days 00:00:26.626000,0 days 01:35:47.190000
1631.3824999999997,227,100,False,0,10935,6,1631.3824999999997,car,0 days 00:00:26.866000,0 days 01:35:47.430000
1647.3158333333329,239,100,False,0,11032,6,1647.3158333333329,car,0 days 00:00:27.106000,0 days 01:35:47.670000
1663.649166666666,245,100,False,0,11227,6,1663.649166666666,car,0 days 00:00:27.346000,0 days 01:35:47.910000
1679.9824999999996,245,100,False,0,11528,6,1679.9824999999996,car,0 days 00:00:27.586000,0 days 01:35:48.150000
1696.9824999999996,255,100,False,0,11655,6,1696.9824999999996,car,0 days 00:00:27.826000,0 days 01:35:48.390000
1714.2491666666665,259,100,False,0,10694,6,1714.2491666666665,car,0 days 00:00:28.066000,0 days 01:35:48.630000
1728.7658333333331,260,100,False,0,10474,7,1728.7658333333331,car,0 days 00:00:28.267000,0 days 01:35:48.831000
1746.4252777777774,266,100,False,0,10835,7,1746.4252777777774,car,0 days 00:00:28.506000,0 days 01:35:49.070000
1764.3586111111108,269,100,False,0,10907,7,1764.3586111111108,car,0 days 00:00:28.746000,0 days 01:35:49.310000
1782.4252777777774,271,100,False,0,10961,7,1782.4252777777774,car,0 days 00:00:28.986000,0 days 01:35:49.550000
1800.758611111111,275,100,False,0,11131,7,1800.758611111111,car,0 days 00:00:29.226000,0 days 01:35:49.790000
1816.2244444444443,277,100,False,0,11211,7,1816.2244444444443,car,0 days 00:00:29.427000,0 days 01:35:49.991000
1834.824444444444,279,100,False,0,11296,7,1834.824444444444,car,0 days 00:00:29.667000,0 days 01:35:50.231000
1853.491111111111,280,100,False,0,11418,7,1853.491111111111,car,0 days 00:00:29.907000,0 days 01:35:50.471000
1872.3455555555552,284,100,False,0,11464,7,1872.3455555555552,car,0 days 00:00:30.146000,0 days 01:35:50.710000
1891.412222222222,286,100,False,0,11517,7,1891.412222222222,car,0 days 00:00:30.386000,0 days 01:35:50.950000
1910.6122222222216,288,100,False,0,11605,7,1910.6122222222216,car,0 days 00:00:30.626000,0 days 01:35:51.190000
1926.8038888888884,290,100,False,0,11723,7,1926.8038888888884,car,0 days 00:00:30.827000,0 days 01:35:51.391000
1946.2038888888883,291,100,False,0,10690,8,1946.2038888888883,car,0 days 00:00:31.067000,0 days 01:35:51.631000
1965.7372222222216,293,100,False,0,10656,8,1965.7372222222216,car,0 days 00:00:31.307000,0 days 01:35:51.871000
1985.4038888888883,295,100,False,0,10769,8,1985.4038888888883,car,0 days 00:00:31.547000,0 days 01:35:52.111000
2005.137222222222,296,100,False,0,10822,8,2005.137222222222,car,0 days 00:00:31.787000,0 days 01:35:52.351000
2024.9211111111108,298,100,False,0,10811,8,2024.9211111111108,car,0 days 00:00:32.026000,0 days 01:35:52.590000
2041.6152777777768,299,100,False,0,10879,8,2041.6152777777768,car,0 days 00:00:32.227000,0 days 01:35:52.791000
