Distance,Speed,Throttle,Brake,DRS,RPM,nGear,Distance.1,Source,Time,SessionTime
2.875,225,100,0,0,12129,5,2.875,car,0 days 00:00:00.046000,0 days 01:15:42.680000
18.20833333,230,100,0,0,10950,6,18.20833333,car,0 days 00:00:00.286000,0 days 01:15:42.920000
33.875,235,100,0,0,11160,6,33.875,car,0 days 00:00:00.526000,0 days 01:15:43.160000
49.94166667,241,100,0,0,11448,6,49.94166667,car,0 days 00:00:00.766000,0 days 01:15:43.400000
66.275,245,100,0,0,11628,6,66.275,car,0 days 00:00:01.006000,0 days 01:15:43.640000
82.94166667,250,100,0,0,11684,6,82.94166667,car,0 days 00:00:01.246000,0 days 01:15:43.880000
99.74166667,252,100,0,0,11919,6,99.74166667,car,0 days 00:00:01.486000,0 days 01:15:44.120000
114.035,256,100,0,0,10939,7,114.035,car,0 days 00:00:01.687000,0 days 01:15:44.321000
131.3683333,260,100,0,0,10571,7,131.3683333,car,0 days 00:00:01.927000,0 days 01:15:44.561000
148.9683333,264,100,0,0,10875,7,148.9683333,car,0 days 00:00:02.167000,0 days 01:15:44.801000
166.7016667,266,100,0,0,10964,7,166.7016667,car,0 days 00:00:02.407000,0 days 01:15:45.041000
184.7683333,271,100,0,0,11022,7,184.7683333,car,0 days 00:00:02.647000,0 days 01:15:45.281000
202.835,271,100,0,0,11186,7,202.835,car,0 days 00:00:02.887000,0 days 01:15:45.521000
221.1016667,274,100,0,0,11248,7,221.1016667,car,0 days 00:00:03.127000,0 days 01:15:45.761000
239.435,275,100,0,0,11269,7,239.435,car,0 days 00:00:03.367000,0 days 01:15:46.001000
257.835,276,100,0,0,11273,7,257.835,car,0 days 00:00:03.607000,0 days 01:15:46.241000
276.3016667,277,20,0,0,11273,7,276.3016667,car,0 days 00:00:03.847000,0 days 01:15:46.481000
294.7016667,276,0,1,0,10832,7,294.7016667,car,0 days 00:00:04.087000,0 days 01:15:46.721000
311.635,254,0,1,0,9590,7,311.635,car,0 days 00:00:04.327000,0 days 01:15:46.961000
326.1683333,218,0,1,0,9541,7,326.1683333,car,0 days 00:00:04.567000,0 days 01:15:47.201000
339.435,199,0,1,0,10226,7,339.435,car,0 days 00:00:04.807000,0 days 01:15:47.441000
351.5016667,181,0,1,0,9498,5,351.5016667,car,0 days 00:00:05.047000,0 days 01:15:47.681000
363.035,173,0,1,0,9381,5,363.035,car,0 days 00:00:05.287000,0 days 01:15:47.921000
374.1219444,167,0,1,0,9865,4,374.1219444,car,0 days 00:00:05.526000,0 days 01:15:48.160000
384.7219444,159,0,0,0,9621,4,384.7219444,car,0 days 00:00:05.766000,0 days 01:15:48.400000
395.1219444,156,28,0,0,9561,4,395.1219444,car,0 days 00:00:06.006000,0 days 01:15:48.640000
405.3219444,153,63,0,0,9737,4,405.3219444,car,0 days 00:00:06.246000,0 days 01:15:48.880000
415.5886111,154,69,0,0,9947,4,415.5886111,car,0 days 00:00:06.486000,0 days 01:15:49.120000
426.0552778,157,76,0,0,10199,4,426.0552778,car,0 days 00:00:06.726000,0 days 01:15:49.360000
436.8552778,162,82,0,0,10567,4,436.8552778,car,0 days 00:00:06.966000,0 days 01:15:49.600000
447.9886111,167,94,0,0,11115,4,447.9886111,car,0 days 00:00:07.206000,0 days 01:15:49.840000
459.8552778,178,100,0,0,11364,4,459.8552778,car,0 days 00:00:07.446000,0 days 01:15:50.080000
472.3886111,188,100,0,0,11899,4,472.3886111,car,0 days 00:00:07.686000,0 days 01:15:50.320000
485.3886111,195,100,0,0,10972,4,485.3886111,car,0 days 00:00:07.926000,0 days 01:15:50.560000
498.9783333,203,100,0,0,11204,5,498.9783333,car,0 days 00:00:08.167000,0 days 01:15:50.801000
