Distance,Speed,Throttle,Brake,DRS,RPM,nGear,Distance.1,Source,Time,SessionTime
6.557777777777778,227,100,False,0,10867,6,6.557777777777778,car,0 days 00:00:00.104000,0 days 01:42:38.152000
22.291944444444447,237,100,False,0,11077,6,22.291944444444447,car,0 days 00:00:00.343000,0 days 01:42:38.391000
38.42527777777778,242,100,False,0,11403,6,38.42527777777778,car,0 days 00:00:00.583000,0 days 01:42:38.631000
54.95861111111111,248,100,False,0,11685,6,54.95861111111111,car,0 days 00:00:00.823000,0 days 01:42:38.871000
69.0286111111111,252,100,False,0,11835,6,69.0286111111111,car,0 days 00:00:01.024000,0 days 01:42:39.072000
86.0286111111111,255,100,False,0,11345,6,86.0286111111111,car,0 days 00:00:01.264000,0 days 01:42:39.312000
103.2286111111111,258,100,False,0,10619,7,103.2286111111111,car,0 days 00:00:01.504000,0 days 01:42:39.552000
120.76194444444444,263,100,False,0,10718,7,120.76194444444444,car,0 days 00:00:01.744000,0 days 01:42:39.792000
138.42138888888888,266,100,False,0,10868,7,138.42138888888888,car,0 days 00:00:01.983000,0 days 01:42:40.031000
153.38472222222222,268,100,False,0,10952,7,153.38472222222222,car,0 days 00:00:02.184000,0 days 01:42:40.232000
171.3847222222222,270,100,False,0,11075,7,171.3847222222222,car,0 days 00:00:02.424000,0 days 01:42:40.472000
189.65138888888887,274,100,False,0,11226,7,189.65138888888887,car,0 days 00:00:02.664000,0 days 01:42:40.712000
208.1180555555556,277,100,False,0,11325,7,208.1180555555556,car,0 days 00:00:02.904000,0 days 01:42:40.952000
226.7847222222222,280,100,False,0,11402,7,226.7847222222222,car,0 days 00:00:03.144000,0 days 01:42:41.192000
245.45138888888889,280,100,False,0,11413,7,245.45138888888889,car,0 days 00:00:03.384000,0 days 01:42:41.432000
264.1066666666667,281,100,False,0,11396,7,264.1066666666667,car,0 days 00:00:03.623000,0 days 01:42:41.671000
279.6622222222222,280,92,False,0,11226,7,279.6622222222222,car,0 days 00:00:03.823000,0 days 01:42:41.871000
298.1288888888889,277,3,True,0,10609,7,298.1288888888889,car,0 days 00:00:04.063000,0 days 01:42:42.111000
314.99555555555554,253,0,True,0,9438,7,314.99555555555554,car,0 days 00:00:04.303000,0 days 01:42:42.351000
328.8622222222222,208,0,True,0,9492,7,328.8622222222222,car,0 days 00:00:04.543000,0 days 01:42:42.591000
339.58222222222224,192,0,True,0,9912,7,339.58222222222224,car,0 days 00:00:04.744000,0 days 01:42:42.792000
351.59861111111115,181,0,True,0,9485,5,351.59861111111115,car,0 days 00:00:04.983000,0 days 01:42:43.031000
363.1319444444445,173,0,True,0,8883,5,363.1319444444445,car,0 days 00:00:05.223000,0 days 01:42:43.271000
373.99861111111113,163,0,True,0,8674,5,373.99861111111113,car,0 days 00:00:05.463000,0 days 01:42:43.511000
384.7319444444445,161,0,False,0,9536,5,384.7319444444445,car,0 days 00:00:05.703000,0 days 01:42:43.751000
394.99861111111113,154,19,False,0,9369,4,394.99861111111113,car,0 days 00:00:05.943000,0 days 01:42:43.991000
403.42944444444447,151,38,False,0,9600,4,403.42944444444447,car,0 days 00:00:06.144000,0 days 01:42:44.192000
413.62944444444446,153,67,False,0,9683,4,413.62944444444446,car,0 days 00:00:06.384000,0 days 01:42:44.432000
424.0961111111112,157,70,False,0,10022,4,424.0961111111112,car,0 days 00:00:06.624000,0 days 01:42:44.672000
434.9175,163,81,False,0,10367,4,434.9175,car,0 days 00:00:06.863000,0 days 01:42:44.911000
446.1175,168,87,False,0,10849,4,446.1175,car,0 days 00:00:07.103000,0 days 01:42:45.151000
455.8883333333333,175,97,False,0,11329,4,455.8883333333333,car,0 days 00:00:07.304000,0 days 01:42:45.352000
468.28833333333336,186,100,False,0,11778,4,468.28833333333336,car,0 days 00:00:07.544000,0 days 01:42:45.592000
481.155,193,100,False,0,11238,4,481.155,car,0 days 00:00:07.784000,0 days 01:42:45.832000
494.6883333333334,203,100,False,0,11134,5,494.6883333333334,car,0 days 00:00:08.024000,0 days 01:42:46.072000
508.6216666666667,209,100,False,0,11385,5,508.6216666666667,car,0 days 00:00:08.264000,0 days 01:42:46.312000
522.8952777777778,215,100,False,0,11788,5,522.8952777777778,car,0 days 00:00:08.503000,0 days 01:42:46.551000
535.1786111111112,220,100,False,0,12094,5,535.1786111111112,car,0 days 00:00:08.704000,0 days 01:42:46.752000
550.3786111111112,228,100,False,0,11831,5,550.3786111111112,car,0 days 00:00:08.944000,0 days 01:42:46.992000
565.8452777777779,232,97,False,0,10852,6,565.8452777777779,car,0 days 00:00:09.184000,0 days 01:42:47.232000
581.7119444444446,238,94,False,0,11240,6,581.7119444444446,car,0 days 00:00:09.424000,0 days 01:42:47.472000
597.645277777778,239,89,False,0,11251,6,597.645277777778,car,0 days 00:00:09.664000,0 days 01:42:47.712000
613.7786111111112,242,84,False,0,11362,6,613.7786111111112,car,0 days 00:00:09.904000,0 days 01:42:47.952000
629.7786111111112,240,80,False,0,11310,6,629.7786111111112,car,0 days 00:00:10.144000,0 days 01:42:48.192000
645.7119444444446,240,78,False,0,11323,6,645.7119444444446,car,0 days 00:00:10.383000,0 days 01:42:48.431000
661.645277777778,239,80,False,0,11290,6,661.645277777778,car,0 days 00:00:10.623000,0 days 01:42:48.671000
677.645277777778,240,86,False,0,11349,6,677.645277777778,car,0 days 00:00:10.863000,0 days 01:42:48.911000
693.7786111111113,242,89,False,0,11528,6,693.7786111111113,car,0 days 00:00:11.103000,0 days 01:42:49.151000
710.2452777777779,247,100,False,0,11642,6,710.2452777777779,car,0 days 00:00:11.343000,0 days 01:42:49.391000
724.2594444444446,251,100,False,0,11767,6,724.2594444444446,car,0 days 00:00:11.544000,0 days 01:42:49.592000
741.1886111111113,255,100,False,0,11931,6,741.1886111111113,car,0 days 00:00:11.783000,0 days 01:42:49.831000
