Distance,Speed,Throttle,Brake,DRS,RPM,nGear,Distance.1,Source,Time,SessionTime
4.466666666666667,80,51,False,1,7135,2,4.466666666666667,car,0 days 00:00:00.201000,0 days 02:21:38.878000
9.8,80,51,False,1,7188,2,9.8,car,0 days 00:00:00.441000,0 days 02:21:39.118000
14.244444444444444,80,51,False,1,7128,2,14.244444444444444,car,0 days 00:00:00.641000,0 days 02:21:39.318000
19.57777777777778,80,51,False,1,7098,2,19.57777777777778,car,0 days 00:00:00.881000,0 days 02:21:39.558000
24.888888888888893,80,51,False,1,7127,2,24.888888888888893,car,0 days 00:00:01.120000,0 days 02:21:39.797000
30.222222222222225,80,51,False,1,7134,2,30.222222222222225,car,0 days 00:00:01.360000,0 days 02:21:40.037000
35.55555555555556,80,51,False,1,7078,2,35.55555555555556,car,0 days 00:00:01.600000,0 days 02:21:40.277000
40.02222222222223,80,52,False,1,7059,2,40.02222222222223,car,0 days 00:00:01.801000,0 days 02:21:40.478000
45.355555555555554,80,52,False,1,7098,2,45.355555555555554,car,0 days 00:00:02.041000,0 days 02:21:40.718000
50.68888888888889,80,52,False,1,7098,2,50.68888888888889,car,0 days 00:00:02.281000,0 days 02:21:40.958000
56.02222222222223,80,53,False,1,7128,2,56.02222222222223,car,0 days 00:00:02.521000,0 days 02:21:41.198000
61.355555555555554,80,53,False,1,7189,2,61.355555555555554,car,0 days 00:00:02.761000,0 days 02:21:41.438000
66.66666666666666,80,0,True,1,6931,2,66.66666666666666,car,0 days 00:00:03,0 days 02:21:41.677000
71.02166666666666,78,0,True,1,6763,2,71.02166666666666,car,0 days 00:00:03.201000,0 days 02:21:41.878000
75.68833333333333,70,0,True,1,6320,2,75.68833333333333,car,0 days 00:00:03.441000,0 days 02:21:42.118000
79.955,64,0,True,1,6923,2,79.955,car,0 days 00:00:03.681000,0 days 02:21:42.358000
83.68833333333333,56,0,True,1,6049,1,83.68833333333333,car,0 days 00:00:03.921000,0 days 02:21:42.598000
87.73277777777778,52,0,True,1,5373,1,87.73277777777778,car,0 days 00:00:04.201000,0 days 02:21:42.878000
90.86611111111112,47,0,True,1,4882,1,90.86611111111112,car,0 days 00:00:04.441000,0 days 02:21:43.118000
93.79944444444445,44,0,True,1,3937,1,93.79944444444445,car,0 days 00:00:04.681000,0 days 02:21:43.358000
96.26611111111112,37,0,True,1,3487,1,96.26611111111112,car,0 days 00:00:04.921000,0 days 02:21:43.598000
98.67722222222224,31,0,True,1,3525,1,98.67722222222224,car,0 days 00:00:05.201000,0 days 02:21:43.878000
100.21055555555556,23,0,True,1,3420,1,100.21055555555556,car,0 days 00:00:05.441000,0 days 02:21:44.118000
101.34388888888888,17,0,True,1,3479,1,101.34388888888888,car,0 days 00:00:05.681000,0 days 02:21:44.358000
102.01055555555556,10,0,True,1,3652,1,102.01055555555556,car,0 days 00:00:05.921000,0 days 02:21:44.598000
102.32166666666669,4,0,True,1,3617,1,102.32166666666669,car,0 days 00:00:06.201000,0 days 02:21:44.878000
102.32166666666669,0,0,True,1,3573,1,102.32166666666669,car,0 days 00:00:06.441000,0 days 02:21:45.118000
102.32166666666669,0,7,True,1,4034,1,102.32166666666669,car,0 days 00:00:06.642000,0 days 02:21:45.319000
102.32166666666669,0,9,True,1,5714,1,102.32166666666669,car,0 days 00:00:06.882000,0 days 02:21:45.559000
102.32166666666669,0,10,True,1,7394,1,102.32166666666669,car,0 days 00:00:07.122000,0 days 02:21:45.799000
102.32166666666669,0,10,True,1,9074,1,102.32166666666669,car,0 days 00:00:07.360000,0 days 02:21:46.037000
102.32166666666669,0,11,True,1,10754,1,102.32166666666669,car,0 days 00:00:07.600000,0 days 02:21:46.277000
102.32166666666669,0,11,True,1,10958,1,102.32166666666669,car,0 days 00:00:07.880000,0 days 02:21:46.557000
102.32166666666669,0,11,True,1,10997,1,102.32166666666669,car,0 days 00:00:08.120000,0 days 02:21:46.797000
102.32166666666669,0,10,True,1,11146,1,102.32166666666669,car,0 days 00:00:08.321000,0 days 02:21:46.998000
102.32166666666669,0,29,False,1,11174,1,102.32166666666669,car,0 days 00:00:08.561000,0 days 02:21:47.238000
102.52166666666668,3,38,False,1,9634,1,102.52166666666668,car,0 days 00:00:08.801000,0 days 02:21:47.478000
103.255,11,46,False,1,7954,1,103.255,car,0 days 00:00:09.041000,0 days 02:21:47.718000
104.38361111111112,17,51,False,1,6274,1,104.38361111111112,car,0 days 00:00:09.280000,0 days 02:21:47.957000
106.11694444444446,26,57,False,1,4825,1,106.11694444444446,car,0 days 00:00:09.520000,0 days 02:21:48.197000
107.95944444444444,33,58,False,1,5339,1,107.95944444444444,car,0 days 00:00:09.721000,0 days 02:21:48.398000
110.55944444444444,39,60,False,1,6249,1,110.55944444444444,car,0 days 00:00:09.961000,0 days 02:21:48.638000
113.55944444444444,45,60,False,1,6316,1,113.55944444444444,car,0 days 00:00:10.201000,0 days 02:21:48.878000
117.2927777777778,56,62,False,1,7044,1,117.2927777777778,car,0 days 00:00:10.441000,0 days 02:21:49.118000
121.4927777777778,63,64,False,1,7710,1,121.4927777777778,car,0 days 00:00:10.681000,0 days 02:21:49.358000
126.27277777777778,72,63,False,1,7866,1,126.27277777777778,car,0 days 00:00:10.920000,0 days 02:21:49.597000
130.51611111111112,76,62,False,1,8663,1,130.51611111111112,car,0 days 00:00:11.121000,0 days 02:21:49.798000
135.71611111111113,78,62,False,1,8883,1,135.71611111111113,car,0 days 00:00:11.361000,0 days 02:21:50.038000
140.9827777777778,79,64,False,1,8897,1,140.9827777777778,car,0 days 00:00:11.601000,0 days 02:21:50.278000
146.2494444444445,79,62,False,1,8839,1,146.2494444444445,car,0 days 00:00:11.841000,0 days 02:21:50.518000
151.51611111111117,79,58,False,1,8758,1,151.51611111111117,car,0 days 00:00:12.081000,0 days 02:21:50.758000
156.87166666666673,80,58,False,1,8959,1,156.87166666666673,car,0 days 00:00:12.322000,0 days 02:21:50.999000
162.20500000000007,80,57,False,1,8987,1,162.20500000000007,car,0 days 00:00:12.562000,0 days 02:21:51.239000
167.51611111111117,80,58,False,1,8971,1,167.51611111111117,car,0 days 00:00:12.801000,0 days 02:21:51.478000
172.84944444444452,80,59,False,1,9036,1,172.84944444444452,car,0 days 00:00:13.041000,0 days 02:21:51.718000
178.18277777777786,80,59,False,1,8891,1,178.18277777777786,car,0 days 00:00:13.281000,0 days 02:21:51.958000
184.4050000000001,80,59,False,1,8850,1,184.4050000000001,car,0 days 00:00:13.561000,0 days 02:21:52.238000
189.7383333333334,80,58,False,1,8824,1,189.7383333333334,car,0 days 00:00:13.801000,0 days 02:21:52.478000
194.20500000000007,80,57,False,1,8935,1,194.20500000000007,car,0 days 00:00:14.002000,0 days 02:21:52.679000
199.5161111111112,80,55,False,1,8890,1,199.5161111111112,car,0 days 00:00:14.241000,0 days 02:21:52.918000
204.8494444444445,80,55,False,1,8890,1,204.8494444444445,car,0 days 00:00:14.481000,0 days 02:21:53.158000
210.1605555555556,80,57,False,1,8919,1,210.1605555555556,car,0 days 00:00:14.720000,0 days 02:21:53.397000
215.49388888888896,80,57,False,1,8965,1,215.49388888888896,car,0 days 00:00:14.960000,0 days 02:21:53.637000
221.7161111111112,80,56,False,1,9092,1,221.7161111111112,car,0 days 00:00:15.240000,0 days 02:21:53.917000
227.0494444444445,80,57,False,1,8893,1,227.0494444444445,car,0 days 00:00:15.480000,0 days 02:21:54.157000
231.5161111111112,80,56,False,1,8961,1,231.5161111111112,car,0 days 00:00:15.681000,0 days 02:21:54.358000
236.8494444444445,80,56,False,1,8820,1,236.8494444444445,car,0 days 00:00:15.921000,0 days 02:21:54.598000
242.18277777777783,80,56,False,1,9013,1,242.18277777777783,car,0 days 00:00:16.161000,0 days 02:21:54.838000
247.5161111111112,80,56,False,1,8881,1,247.5161111111112,car,0 days 00:00:16.401000,0 days 02:21:55.078000
252.8494444444445,80,57,False,1,8771,1,252.8494444444445,car,0 days 00:00:16.641000,0 days 02:21:55.318000
258.1605555555556,80,57,False,1,8936,1,258.1605555555556,car,0 days 00:00:16.880000,0 days 02:21:55.557000
262.6272222222222,80,57,False,1,8886,1,262.6272222222222,car,0 days 00:00:17.081000,0 days 02:21:55.758000
267.9605555555556,80,50,False,1,7949,1,267.9605555555556,car,0 days 00:00:17.321000,0 days 02:21:55.998000
273.2938888888889,80,56,False,1,7172,2,273.2938888888889,car,0 days 00:00:17.561000,0 days 02:21:56.238000
279.43833333333333,79,57,False,1,7076,2,279.43833333333333,car,0 days 00:00:17.841000,0 days 02:21:56.518000
284.705,79,56,False,1,7036,2,284.705,car,0 days 00:00:18.081000,0 days 02:21:56.758000
289.11583333333334,79,57,False,1,7021,2,289.11583333333334,car,0 days 00:00:18.282000,0 days 02:21:56.959000
294.4269444444445,80,57,False,1,7027,2,294.4269444444445,car,0 days 00:00:18.521000,0 days 02:21:57.198000
299.76027777777784,80,57,False,1,7165,2,299.76027777777784,car,0 days 00:00:18.761000,0 days 02:21:57.438000
305.0936111111112,80,57,False,1,7080,2,305.0936111111112,car,0 days 00:00:19.001000,0 days 02:21:57.678000
310.4269444444445,80,58,False,1,7024,2,310.4269444444445,car,0 days 00:00:19.241000,0 days 02:21:57.918000
315.76027777777784,80,57,False,1,7071,2,315.76027777777784,car,0 days 00:00:19.481000,0 days 02:21:58.158000
320.22694444444454,80,58,False,1,7173,2,320.22694444444454,car,0 days 00:00:19.682000,0 days 02:21:58.359000
325.56027777777786,80,58,False,1,7123,2,325.56027777777786,car,0 days 00:00:19.922000,0 days 02:21:58.599000
330.871388888889,80,58,False,1,7262,2,330.871388888889,car,0 days 00:00:20.161000,0 days 02:21:58.838000
336.2047222222223,80,49,False,1,7527,2,336.2047222222223,car,0 days 00:00:20.401000,0 days 02:21:59.078000
342.0047222222224,87,57,False,1,8076,2,342.0047222222224,car,0 days 00:00:20.641000,0 days 02:21:59.318000
348.31166666666684,95,61,False,1,8782,2,348.31166666666684,car,0 days 00:00:20.880000,0 days 02:21:59.557000
354.00666666666683,102,62,False,1,9909,2,354.00666666666683,car,0 days 00:00:21.081000,0 days 02:21:59.758000
361.6066666666668,114,0,True,1,10187,2,361.6066666666668,car,0 days 00:00:21.321000,0 days 02:21:59.998000
368.8733333333334,109,0,True,1,9805,2,368.8733333333334,car,0 days 00:00:21.561000,0 days 02:22:00.238000
375.8441666666668,105,0,True,1,9152,2,375.8441666666668,car,0 days 00:00:21.800000,0 days 02:22:00.477000
382.2441666666668,96,0,True,1,9007,2,382.2441666666668,car,0 days 00:00:22.040000,0 days 02:22:00.717000
387.4366666666667,93,0,True,1,9845,1,387.4366666666667,car,0 days 00:00:22.241000,0 days 02:22:00.918000
393.0366666666668,84,0,True,1,9239,1,393.0366666666668,car,0 days 00:00:22.481000,0 days 02:22:01.158000
399.0255555555557,77,0,True,1,8320,1,399.0255555555557,car,0 days 00:00:22.761000,0 days 02:22:01.438000
403.8922222222223,73,0,True,1,7804,1,403.8922222222223,car,0 days 00:00:23.001000,0 days 02:22:01.678000
408.4922222222223,69,0,True,1,7286,1,408.4922222222223,car,0 days 00:00:23.241000,0 days 02:22:01.918000
412.8922222222223,66,0,True,1,7135,1,412.8922222222223,car,0 days 00:00:23.481000,0 days 02:22:02.158000
417.0922222222223,63,0,False,1,6613,1,417.0922222222223,car,0 days 00:00:23.721000,0 days 02:22:02.398000
421.0091666666668,59,4,False,1,6627,1,421.0091666666668,car,0 days 00:00:23.960000,0 days 02:22:02.637000
424.3033333333335,59,7,False,1,6904,1,424.3033333333335,car,0 days 00:00:24.161000,0 days 02:22:02.838000
428.3033333333335,60,13,False,1,6780,1,428.3033333333335,car,0 days 00:00:24.401000,0 days 02:22:03.078000
432.5033333333335,63,19,False,1,7326,1,432.5033333333335,car,0 days 00:00:24.641000,0 days 02:22:03.318000
