Distance,Speed,Throttle,Brake,DRS,RPM,nGear,Distance.1,Source,Time,SessionTime
2.9444444444444446,106,32,False,1,9485,2,2.9444444444444446,car,0 days 00:00:00.100000,0 days 02:28:50.999000
10.211111111111112,109,29,False,1,9739,2,10.211111111111112,car,0 days 00:00:00.340000,0 days 02:28:51.239000
17.544444444444444,110,29,False,1,9967,2,17.544444444444444,car,0 days 00:00:00.580000,0 days 02:28:51.479000
26.333333333333336,113,26,False,1,10183,2,26.333333333333336,car,0 days 00:00:00.860000,0 days 02:28:51.759000
33.965,114,28,False,1,10175,2,33.965,car,0 days 00:00:01.101000,0 days 02:28:52
41.66611111111111,116,35,False,1,10003,2,41.66611111111111,car,0 days 00:00:01.340000,0 days 02:28:52.239000
49.33277777777777,115,38,False,1,8735,3,49.33277777777777,car,0 days 00:00:01.580000,0 days 02:28:52.479000
57.2661111111111,119,35,False,1,8846,3,57.2661111111111,car,0 days 00:00:01.820000,0 days 02:28:52.719000
65.39944444444444,122,42,False,1,9262,3,65.39944444444444,car,0 days 00:00:02.060000,0 days 02:28:52.959000
72.37861111111111,125,50,False,1,9494,3,72.37861111111111,car,0 days 00:00:02.261000,0 days 02:28:53.160000
81.17861111111112,132,40,False,1,9767,3,81.17861111111112,car,0 days 00:00:02.501000,0 days 02:28:53.400000
90.04527777777778,133,41,False,1,9956,3,90.04527777777778,car,0 days 00:00:02.741000,0 days 02:28:53.640000
99.07416666666668,136,49,False,1,10265,3,99.07416666666668,car,0 days 00:00:02.980000,0 days 02:28:53.879000
108.54083333333334,142,48,False,1,10386,3,108.54083333333334,car,0 days 00:00:03.220000,0 days 02:28:54.119000
119.81861111111112,145,47,False,1,10699,3,119.81861111111112,car,0 days 00:00:03.500000,0 days 02:28:54.399000
129.6186111111111,147,50,False,1,11024,3,129.6186111111111,car,0 days 00:00:03.740000,0 days 02:28:54.639000
137.93777777777777,149,54,False,1,10884,3,137.93777777777777,car,0 days 00:00:03.941000,0 days 02:28:54.840000
148.20444444444442,154,57,False,1,9554,4,148.20444444444442,car,0 days 00:00:04.181000,0 days 02:28:55.080000
158.8044444444444,159,63,False,1,10013,4,158.8044444444444,car,0 days 00:00:04.421000,0 days 02:28:55.320000
169.73777777777775,164,67,False,1,10346,4,169.73777777777775,car,0 days 00:00:04.661000,0 days 02:28:55.560000
